PassengerId,Survived,Pclass,Sex,SibSp,Parch,Fare,Age_wiki,Hometown,Boarded,Destination
512,0.0,3,male,0,0,8.05,66.0,"San Francisco, US",Southampton,"San Francisco, US"
513,1.0,1,male,0,0,26.2875,35.0,"Philadelphia, Pennsylvania, US",Southampton,"Philadelphia, Pennsylvania, US"
514,1.0,1,female,1,0,59.4,54.0,"New York, New York, US",Cherbourg,"New York, New York, US"
515,0.0,3,male,0,0,7.4958,24.0,"Debnevo, Troyan, Bulgaria",Southampton,"Chicago, Illinois, US"
516,0.0,1,male,0,0,34.0208,48.0,"East Orange, New Jersey, US",Southampton,"East Orange, New Jersey, US"
517,1.0,2,female,0,0,10.5,34.0,"Chicago, Illinois, US",Southampton,"Chicago, Illinois, US"
518,0.0,3,male,0,0,24.15,29.0,"Askeaton, Limerick, Ireland",Queenstown,"Bronx, New York, US"
519,1.0,2,female,1,0,26.0,36.0,"Warwick, Warwickshire, England",Southampton,New York City
520,0.0,3,male,0,0,7.8958,32.0,"Vagovina, Croatia",Southampton,"Harrisburg, Pennsylvania, US"
521,1.0,1,female,0,0,93.5,33.0,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada"
522,0.0,3,male,0,0,7.8958,21.0,"Jesenice, Slovenia",Southampton,"St. Joseph, Minnesota, US"
523,0.0,3,male,0,0,7.225,30.0,"Zgharta, Lebanon",Cherbourg,"Waterbury, Connecticut, US"
524,1.0,1,female,0,1,57.9792,44.0,"Chicago, Illinois, US",Cherbourg,"Chicago, Illinois, US"
525,0.0,3,male,0,0,7.2292,18.0,"Shana, Lebanon",Cherbourg,New York City
526,0.0,3,male,0,0,7.75,25.0,"Killoe, Longford, Ireland",Queenstown,New York City
527,1.0,2,female,0,0,10.5,50.0,"London, England",Southampton,"Marietta, Ohio, US"
528,0.0,1,male,0,0,221.7792,57.0,"New York, New York, US",Southampton,"New York, New York, US"
529,0.0,3,male,0,0,7.925,39.0,"Aberdeen, Washington, US",Southampton,"Aberdeen, Washington, US"
530,0.0,2,male,2,1,11.5,23.0,"Akron, Ohio, US",Southampton,"Akron, Ohio, US"
531,1.0,2,female,1,1,26.0,2.0,"Plymouth, Devon, England",Southampton,"Detroit, Michigan, US"
532,0.0,3,male,0,0,7.2292,17.0,"Hardîne, Lebanon",Cherbourg,New York City
533,0.0,3,male,1,1,7.2292,15.0,"Kafr Mishki, Lebanon",Cherbourg,"Ottawa, Ontario, Canada"
534,1.0,3,female,0,2,22.3583,24.0,"Sar'al, Syria",Cherbourg,"Detroit, Michigan, US"
535,0.0,3,female,0,0,8.6625,30.0,"Široka Kula, Croatia",Southampton,"Chicago, Illinois, US"
536,1.0,2,female,0,2,26.25,7.0,"Ilford, Essex, England",Southampton,"Winnipeg, Manitoba, Canada"
537,0.0,1,male,0,0,26.55,46.0,"Washington, DC, US",Southampton,"Washington, DC, US"
538,1.0,1,female,0,0,106.425,27.0,"Minneapolis, Minnesota, US",Cherbourg,"Minneapolis, Minnesota, US"
539,0.0,3,male,0,0,14.5,69.0,"Deal, Kent, England",Southampton,"Groesbeck, Texas, US"
540,1.0,1,female,0,2,49.5,22.0,"Zürich, Switzerland",Cherbourg,"New York, New York, US"
541,1.0,1,female,0,2,71.0,39.0,"Milwaukee, Wisconsin, US",Southampton,"Milwaukee, Wisconsin, US"
542,0.0,3,female,4,2,31.275,9.0,"Kisa, Östergötland, Sweden",Southampton,"Winnipeg, Manitoba, Canada"
543,0.0,3,female,4,2,31.275,11.0,"Kisa, Östergötland, Sweden",Southampton,"Winnipeg, Manitoba, Canada"
544,1.0,2,male,1,0,26.0,32.0,New York City,Southampton,New York City
545,0.0,1,male,1,0,106.425,50.0,"Minneapolis, Minnesota, US",Cherbourg,"Minneapolis, Minnesota, US"
546,0.0,1,male,0,0,26.0,64.0,"Shanklin, Isle of Wight, England, UK",Southampton,"New York, New York, US"
547,1.0,2,female,1,0,26.0,19.0,"Norwich, Norfolk, England",Southampton,New York City
548,1.0,2,male,0,0,13.8625,26.0,"Barcelona, Catalonia, Spain",Cherbourg,"Havana, Cuba"
549,0.0,3,male,1,1,20.525,33.0,"Strood, Kent, England",Southampton,"Detroit, Michigan, US"
550,1.0,2,male,1,1,36.75,8.0,"St. Ives, Cornwall, England, UK",Southampton,"Houghton, Michigan, US"
551,1.0,1,male,0,2,110.8833,17.0,"Haverford, Pennsylvania, US",Cherbourg,"Haverford, Pennsylvania, US"
552,0.0,2,male,0,0,26.0,27.0,"London, England, UK",Southampton,New York City
553,0.0,3,male,0,0,7.8292,21.0,"Drimoleague, Cork, Ireland",Queenstown,New York City
554,1.0,3,male,0,0,7.225,22.0,"Toula, Lebanon",Cherbourg,"Dayton, Ohio, US"
555,1.0,3,female,0,0,7.775,22.0,"Mariestad, Västergötland, Sweden",Southampton,"Chicago, Illinois, US"
556,0.0,1,male,0,0,26.55,62.0,"Halifax, Nova Scotia, Canada",Southampton,"Halifax, Nova Scotia, Canada"
557,1.0,1,female,1,0,39.6,48.0,"London, England, UK",Cherbourg,"New York, New York, US"
558,0.0,1,male,0,0,227.525,,,,
559,1.0,1,female,1,1,79.65,39.0,"New York, New York, US",Southampton,"New York, New York, US"
560,1.0,3,female,1,0,17.4,36.0,"Tampico, Montana, US",Southampton,"Tampico, Montana, US"
561,0.0,3,male,0,0,7.75,30.0,"Rathfriland, Down, Ireland",Queenstown,"Gleichen, Alberta, Canada"
562,0.0,3,male,0,0,7.8958,40.0,"Bosanska Krupa, Bosnia",Southampton,"Harrisburg, Pennsylvania, US"
563,0.0,2,male,0,0,13.5,28.0,"Glasgow, Scotland",Southampton,"Houghton, Michigan, US"
564,0.0,3,male,0,0,8.05,39.0,"Leigh, Kent, England",Southampton,New York City
565,0.0,3,female,0,0,8.05,63.0,"Eastbourne, East Sussex, England",Southampton,New York City
566,0.0,3,male,2,0,24.15,24.0,"West Bromwich, Staffordshire, England",Southampton,"Pontiac, Michigan, US"
567,0.0,3,male,0,0,7.8958,19.0,"Gumostnik, Lovec, Bulgaria",Southampton,"Chicago, Illinois, US"
568,0.0,3,female,0,4,21.075,29.0,"Bjuv, Skåne, Sweden",Southampton,"Chicago, Illinois, US"
569,0.0,3,male,0,0,7.2292,28.0,"Beirut, Lebanon",Cherbourg,"Youngstown, Ohio, US"
570,1.0,3,male,0,0,7.8542,32.0,"Kalfsnäs, Småland, Sweden",Southampton,"Huntley, Illinois, US"
571,1.0,2,male,0,0,10.5,62.0,"London, England",Southampton,New York City
572,1.0,1,female,2,0,51.4792,53.0,"New York, New York, US",Southampton,"New York, New York, US"
573,1.0,1,male,0,0,26.3875,36.0,"Brooklyn, New York, US",Southampton,"Brooklyn, New York, US"
574,1.0,3,female,0,0,7.75,22.0,"Castlepollard, Westmeath, Ireland",Queenstown,New York City
575,0.0,3,male,0,0,8.05,16.0,"Strood, Kent, England",Southampton,"Detroit, Michigan, US"
576,0.0,3,male,0,0,14.5,19.0,"Wollaston, Northamptonshire, England",Southampton,"Kitchener, Ontario, Canada"
577,1.0,2,female,0,0,13.0,34.0,"Liverpool, Merseyside, England",Southampton,"Brooklyn, New York, US"
578,1.0,1,female,1,0,55.9,39.0,"Duluth, Minnesota, US",Cherbourg,"Duluth, Minnesota, US"
579,0.0,3,female,1,0,14.4583,18.0,"Kfar Mechi, Syria",Cherbourg,"Ottawa, Ontario, Canada"
580,1.0,3,male,0,0,7.925,32.0,"Elimäki, Finland",Southampton,"Monessen, Pennsylvania, US"
581,1.0,2,female,1,1,30.0,25.0,"London, England, UK",Southampton,"Montreal, Quebec, Canada"
582,1.0,1,female,1,1,110.8833,39.0,"Haverford, Pennsylvania, US",Cherbourg,"Haverford, Pennsylvania, US"
583,0.0,2,male,0,0,26.0,55.0,"Rochester, New York, US",Southampton,"Rochester, New York, US"
584,0.0,1,male,0,0,40.125,36.0,"Winnipeg, Manitoba, Canada",Southampton,"Winnipeg, Manitoba, Canada"
585,0.0,3,male,0,0,8.7125,16.0,"Unknown, Unknown",Cherbourg,New York City
586,1.0,1,female,0,2,79.65,18.0,"New York, New York, US",Southampton,"New York, New York, US"
587,0.0,2,male,0,0,15.0,47.0,"Stoneygate, Leicestershire, England",Southampton,New York City
588,1.0,1,male,1,1,79.2,60.0,"Zürich, Switzerland",Cherbourg,"New York, New York, US"
589,0.0,3,male,0,0,8.05,22.0,"Abercynon, Glamorgan, Wales",Southampton,"Chicago, Illinois, US"
590,0.0,3,male,0,0,8.05,22.0,"London, England",Southampton,New York City
591,0.0,3,male,0,0,7.125,35.0,"Kyyny, Finland",Southampton,"Sudbury, Ontario, Canada"
592,1.0,1,female,1,0,78.2667,52.0,"Paris, France",Cherbourg,"Haverford, Pennsylvania, US"
593,0.0,3,male,0,0,7.25,47.0,"Taunton, Somerset, England",Southampton,"Gurnee, Illinois, US"
594,0.0,3,female,0,2,7.75,40.0,"Carrowskehine, Mayo, Ireland",Queenstown,"Chicago, Illinois, US"
595,0.0,2,male,1,0,26.0,36.0,"Liskeard, Cornwall, England",Southampton,"Spokane, Washington, US"
596,0.0,3,male,1,1,24.15,36.0,"Kerksken, Belgium",Southampton,"Detroit, Michigan, US"
597,1.0,2,female,0,0,33.0,31.0,"London, England",Southampton,"Chicago, Illinois, US"
598,0.0,3,male,0,0,0.0,49.0,"Millwood, England",Southampton,New York City
599,0.0,3,male,0,0,7.225,18.0,"Kfar Mechi, Syria",Cherbourg,"Ottawa, Ontario, Canada"
600,1.0,1,male,1,0,56.9292,49.0,"London, England, UK",Cherbourg,"New York, New York, US"
601,1.0,2,female,2,1,27.0,24.0,"London, England",Southampton,"Montreal, Quebec, Canada"
602,0.0,3,male,0,0,7.8958,42.0,"Unknown, Bulgaria",Southampton,New York City
603,0.0,1,male,0,0,42.4,37.0,"Washington, DC, US",Southampton,"Washington, DC, US"
604,0.0,3,male,0,0,8.05,44.0,"Unknown, Germany",Southampton,New York City
605,1.0,1,male,0,0,26.55,40.0,"Indianapolis, Indiana, US",Southampton,"Indianapolis, Indiana, US"
606,0.0,3,male,1,0,15.55,36.0,"Helsingborg, Skåne, Sweden",Southampton,"Hartford, Connecticut, US"
607,0.0,3,male,0,0,7.8958,30.0,"Vagovina, Croatia",Southampton,"Youngstown, Ohio, US"
608,1.0,1,male,0,0,30.5,27.0,"Philadelphia, Pennsylvania, US",Southampton,"Philadelphia, Pennsylvania, US"
609,1.0,2,female,1,2,41.5792,22.0,"Paris, France",Cherbourg,"Cap-Haïtien, Haiti"
610,1.0,1,female,0,0,153.4625,40.0,"Greenwich, Connecticut, US",Southampton,"Greenwich, Connecticut, US"
611,0.0,3,female,1,5,31.275,39.0,"Kisa, Östergötland, Sweden",Southampton,"Winnipeg, Manitoba, Canada"
612,0.0,3,male,0,0,7.05,21.0,"Calheta, Madeira, Portugal",Southampton,New York City
613,1.0,3,female,1,0,15.5,25.0,"Fostragh, Longford, Ireland",Queenstown,"Philadelphia, Pennsylvania, US"
614,0.0,3,male,0,0,7.75,22.0,"Unknown, Ireland",Queenstown,New York City
615,0.0,3,male,0,0,8.05,35.0,"Broomfield, Essex, England",Southampton,New York City
616,1.0,2,female,1,2,65.0,24.0,"Yeovil, Somerset, England",Southampton,"Bernardsville, New Jersey, US"
617,0.0,3,male,1,1,14.4,34.0,"Göteborg, Västergötland, Sweden",Southampton,"Stanton, Iowa, US"
618,0.0,3,female,1,0,16.1,26.0,"Scranton, Pennsylvania, US",Southampton,"Scranton, Pennsylvania, US"
619,1.0,2,female,2,1,39.0,4.0,"Guntur, Madras Province, British India",Southampton,"Benton Harbor, Michigan, US"
620,0.0,2,male,0,0,10.5,26.0,"Guernsey, Channel Islands",Southampton,"Elizabeth, New Jersey, US"
621,0.0,3,male,1,0,14.4542,27.0,"Unknown, Lebanon",Cherbourg,"Wilkes-Barre, Pennsylvania, US"
622,1.0,1,male,1,0,52.5542,42.0,"Boston, Massachusetts, US",Southampton,"Boston, Massachusetts, US"
623,1.0,3,male,1,1,15.7417,20.0,"Zgharta, Lebanon",Cherbourg,"Waterbury, Connecticut, US"
624,0.0,3,male,0,0,7.8542,21.0,"Copenhagen, Denmark",Southampton,"Racine, Wisconsin, US"
625,0.0,3,male,0,0,16.1,20.0,"Treherbert, Glamorgan, Wales",Southampton,New York City
626,0.0,1,male,0,0,32.3208,61.0,"Haddonfield, New Jersey, US",Southampton,"Haddonfield, New Jersey, US"
627,0.0,2,male,0,0,12.35,52.0,"Glasgow, Scotland",Queenstown,"Tuxford, Saskatchewan, Canada"
628,1.0,1,female,0,0,77.9583,21.0,"Hudson, New York, US",Cherbourg,"Hudson, New York, US"
629,0.0,3,male,0,0,7.8958,26.0,"Unknown, Bulgaria",Southampton,"Chicago, Illinois, US"
630,0.0,3,male,0,0,7.7333,17.0,"Kingwilliamstown, Cork, Ireland",Queenstown,New York City
631,1.0,1,male,0,0,30.0,47.0,"Hessle, East Yorkshire, England, UK",Southampton,"New York, New York, US"
632,0.0,3,male,0,0,7.0542,51.0,"Fyrnan, Småland, Sweden",Southampton,"Spokane, Washington, US"
633,1.0,1,male,0,0,30.5,32.0,"Basel, Switzerland",Southampton,"New York, New York, US"
634,0.0,1,male,0,0,0.0,29.0,"Belfast, Ireland, UK",Belfast,"New York, New York, US"
635,0.0,3,female,3,2,27.9,9.0,"Hällekis, Västergötland, Sweden",Southampton,"Iron Mountain, Michigan, US"
636,1.0,2,female,0,0,13.0,28.0,"London, England, UK",Southampton,"Tottenville, New York, US"
637,0.0,3,male,0,0,7.925,32.0,"Valitaipale, Finland",Southampton,New York City
638,0.0,2,male,1,1,26.25,31.0,"Bishopstoke, Hampshire, England",Southampton,"Payette, Idaho, US"
639,0.0,3,female,0,5,39.6875,41.0,"Ylihärmä, South Ostrobothnia, Finland",Southampton,"Coal Center, Pennsylvania, US"
640,0.0,3,male,1,0,16.1,36.0,"Maidstone, Kent, England",Southampton,"Clinton, New York, US"
641,0.0,3,male,0,0,7.8542,20.0,"Eskilstrup, Denmark",Southampton,"Portland, Oregon, US"
642,1.0,1,female,0,0,69.3,24.0,"Paris, France",Cherbourg,"New York, New York, US"
643,0.0,3,female,3,2,27.9,2.0,"Hällekis, Västergötland, Sweden",Southampton,"Iron Mountain, Michigan, US"
644,1.0,3,male,0,0,56.4958,32.0,"Hong Kong, China",Southampton,New York City
645,1.0,3,female,2,1,19.2583,4.0,"Ḑuhūr ash Shuwayr, Lebanon",Cherbourg,"Brooklyn, New York, US"
646,1.0,1,male,1,0,76.7292,48.0,"New York, New York, US",Cherbourg,"New York, New York, US"
647,0.0,3,male,0,0,7.8958,19.0,"Kricina, Croatia",Southampton,"Great Falls, Montana, US"
648,1.0,1,male,0,0,35.5,56.0,"Basel, Switzerland",Southampton,"New York, New York, US"
649,0.0,3,male,0,0,7.55,18.0,"Market Drayton, Shropshire, England",Southampton,"Schenectady, New York, US"
650,1.0,3,female,0,0,7.55,24.0,"Wallingford, Oxfordshire, England",Southampton,"New Haven, Connecticut, US"
651,0.0,3,male,0,0,7.8958,23.0,"Unknown, Bulgaria",Southampton,"Chicago, Illinois, US"
652,1.0,2,female,0,1,23.0,19.0,"Southampton, Hampshire, England, UK",Southampton,New York City
653,0.0,3,male,0,0,8.4333,21.0,"Etnesjøen, Hordaland Fylke, Norway",Southampton,"Story City, Iowa, US"
654,1.0,3,female,0,0,7.8292,16.0,"Kingwilliamstown, Cork, Ireland",Queenstown,New York City
655,0.0,3,female,0,0,6.75,18.0,"Whitechurch, Cork, Ireland",Queenstown,"Charlestown, US"
656,0.0,2,male,2,0,73.5,24.0,"Fritham, Hampshire, England",Southampton,"Eden, Manitoba, Canada"
657,0.0,3,male,0,0,7.8958,27.0,"Unknown, Bulgaria",Southampton,"Chicago, Illinois, US"
658,0.0,3,female,1,1,15.5,32.0,"Carrowskehine, Mayo, Ireland",Queenstown,"Chicago, Illinois, US"
659,0.0,2,male,0,0,13.0,23.0,"London, England, UK",Southampton,"Detroit, Michigan, US"
660,0.0,1,male,0,2,113.275,58.0,"Lexington, Massachusetts, US",Cherbourg,"Lexington, Massachusetts, US"
661,1.0,1,male,2,0,133.65,49.0,"London, England, UK",Southampton,"New York, New York, US"
662,0.0,3,male,0,0,7.225,40.0,"Tripoli, Lebanon",Cherbourg,New York City
663,0.0,1,male,0,0,25.5875,37.0,"Dublin, Ireland, UK[note 1]",Southampton,"Vancouver, British Columbia, Canada"
664,0.0,3,male,0,0,7.4958,36.0,"Gumostnik, Lovec, Bulgaria",Southampton,"Chicago, Illinois, US"
665,1.0,3,male,1,0,7.925,20.0,"Taalintehdas, Finland",Southampton,"Monessen, Pennsylvania, US"
666,0.0,2,male,2,0,73.5,30.0,"Fritham, Hampshire, England",Southampton,"The Pas, Manitoba, Canada"
667,0.0,2,male,0,0,13.0,25.0,"Southsea, Hampshire, England",Southampton,New York City
668,0.0,3,male,0,0,7.775,49.0,"Hogstad, Norway",Southampton,New York City
669,0.0,3,male,0,0,8.05,43.0,"Unknown (Estonia?), Russia (Estonia?)",Southampton,New York City
670,1.0,1,female,1,0,52.0,48.0,"London, England, UK",Southampton,"East Orange, New Jersey, US"
671,1.0,2,female,1,1,39.0,40.0,"Cape Town, South Africa, UK",Southampton,"Seattle, Washington, US"
672,0.0,1,male,1,0,52.0,31.0,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada"
673,0.0,2,male,0,0,10.5,71.0,"Guernsey, Channel Islands",Southampton,"Toledo, Ohio, US"
674,1.0,2,male,0,0,13.0,32.0,"London, England",Southampton,New York City
675,0.0,2,male,0,0,0.0,15.0,"Belfast, Northern Ireland, UK",Belfast,New York City
676,0.0,3,male,0,0,7.775,18.0,"Tofta, Uppland, Sweden",Southampton,"Joliet, Illinois, US"
677,0.0,3,male,0,0,8.05,33.0,"Basingstoke, Hampshire, England",Southampton,"Halley, Michigan, US"
678,1.0,3,female,0,0,9.8417,18.0,"Oulainen, Oulu, Finland",Southampton,"Ashtabula, Ohio, US"
679,0.0,3,female,1,6,46.9,43.0,"Fulham, England",Southampton,"Niagara Falls, New York, US"
680,1.0,1,male,0,1,512.3292,36.0,"Germantown, Pennsylvania, US",Cherbourg,"Germantown, Pennsylvania, US"
681,0.0,3,female,0,0,8.1375,26.0,"Cahir, Tipperary, Ireland",Queenstown,New York City
682,1.0,1,male,0,0,76.7292,27.0,"Cairo, Egypt",Cherbourg,"New York, New York, US"
683,0.0,3,male,0,0,9.225,20.0,"Vikersund, Norway",Southampton,"Carneron, US"
684,0.0,3,male,5,2,46.9,14.0,"Fulham, England",Southampton,"Niagara Falls, New York, US"
685,0.0,2,male,1,1,39.0,60.0,"Cape Town, South Africa, UK[note 4]",Southampton,"Seattle, Washington, US"
686,0.0,2,male,1,2,41.5792,25.0,"Paris, France",Cherbourg,"Cap-Haïtien, Haiti"
687,0.0,3,male,4,1,39.6875,15.0,"Ylihärmä, South Ostrobothnia, Finland",Southampton,"Coal Center, Pennsylvania, US"
688,0.0,3,male,0,0,10.1708,19.0,"Gornji Miholjac, Croatia",Southampton,New York City
689,0.0,3,male,0,0,7.7958,18.0,"Björkeberga, Skåne, Sweden",Southampton,New York City
690,1.0,1,female,0,1,211.3375,16.0,"St Louis, Missouri, US",Southampton,"St Louis, Missouri, US"
691,1.0,1,male,1,0,57.0,31.0,"Calgary, Alberta, Canada",Southampton,"Calgary, Alberta, Canada"
692,1.0,3,female,0,1,13.4167,4.0,"Milje, Slovenia",Southampton,"Galesburg, Illinois, US"
693,1.0,3,male,0,0,56.4958,37.0,"Hong Kong, China",Southampton,New York City
694,0.0,3,male,0,0,7.225,25.0,"Kfar Mechi, Syria",Cherbourg,"Ottawa, Ontario, Canada"
695,0.0,1,male,0,0,26.55,59.0,"New York, New York, US",Southampton,"New York, New York, US"
696,0.0,2,male,0,0,13.5,52.0,"Bronx, New York, US",Southampton,"Bronx, New York, US"
697,0.0,3,male,0,0,8.05,44.0,"Leixlip, Kildare, Ireland",Queenstown,"New Haven, Connecticut, US"
698,1.0,3,female,0,0,7.7333,19.0,"Esker, Longford, Ireland",Queenstown,New York City
699,0.0,1,male,1,1,110.8833,49.0,"Haverford, Pennsylvania, US",Cherbourg,"Haverford, Pennsylvania, US"
700,0.0,3,male,0,0,7.65,42.0,"Borgund, Møre og Romsdal, Norway",Southampton,"Milwaukee, Wisconsin, US"
701,1.0,1,female,1,0,227.525,18.0,"New York, New York, US",Cherbourg,"New York, New York, US"
702,1.0,1,male,0,0,26.2875,35.0,"St Louis, Missouri, US",Southampton,"St Louis, Missouri, US"
703,0.0,3,female,0,1,14.4542,12.0,"Kafr Mishki, Lebanon",Cherbourg,"Ottawa, Ontario, Canada"
704,0.0,3,male,0,0,7.7417,29.0,"Caltra, Galway, Ireland",Queenstown,New York City
705,0.0,3,male,1,0,7.8542,26.0,"Holeby, Storstrøm, Denmark",Southampton,"Racine, Wisconsin, US"
706,0.0,2,male,0,0,26.0,38.0,"Birmingham, Worcester, England",Southampton,"Los Angeles, US"
707,1.0,2,female,0,0,13.5,45.0,"London, England",Southampton,New York City
708,1.0,1,male,0,0,26.2875,42.0,"New York, New York, US",Southampton,"New York, New York, US"
709,1.0,1,female,0,0,151.55,22.0,"London, England, UK",Southampton,"Montreal, Quebec, Canada"
710,1.0,3,male,1,1,15.2458,4.0,"Hardîne, Lebanon",Cherbourg,"Houtzdale, Pennsylvania, US"
711,1.0,1,female,0,0,49.5042,24.0,"Brussels, Belgium",Cherbourg,"Montreal, Quebec, Canada"
712,0.0,1,male,0,0,26.55,45.0,"Portland, Oregon, US",Southampton,"Portland, Oregon, US"
713,1.0,1,male,1,0,52.0,48.0,"London, England, UK",Southampton,"East Orange, New Jersey, US"
714,0.0,3,male,0,0,9.4833,29.0,"Stamford, Connecticut, US",Southampton,"Stamford, Connecticut, US"
715,0.0,2,male,0,0,13.0,52.0,"Bronx, New York, US",Southampton,"Bronx, New York, US"
716,0.0,3,male,0,0,7.65,19.0,"Ålesund, Møre og Romsdal, Norway",Southampton,"Minneapolis, Minnesota, US"
717,1.0,1,female,0,0,227.525,39.0,"New York, New York, US",Cherbourg,"New York, New York, US"
718,1.0,2,female,0,0,10.5,27.0,"Bath, Somerset, England",Southampton,"Auburndale, Florida, US"
719,0.0,3,male,0,0,15.5,19.0,"Dublin, Ireland",Queenstown,New York City
720,0.0,3,male,0,0,7.775,33.0,"Minneapolis, Minnesota, US",Southampton,"Minneapolis, Minnesota, US"
721,1.0,2,female,0,1,33.0,6.0,"London, England",Southampton,"Chicago, Illinois, US"
722,0.0,3,male,1,0,7.0542,17.0,"Eskilstrup, Denmark",Southampton,"Portland, Oregon, US"
723,0.0,2,male,0,0,13.0,34.0,"Abbeyleix, Laois, Ireland[note 1]",Southampton,"Vancouver, British Columbia, Canada"
724,0.0,2,male,0,0,13.0,50.0,"Southampton, Hampshire, England",Southampton,"Boston, Massachusetts, US"
725,1.0,1,male,1,0,53.1,27.0,"New York, New York, US",Southampton,"New York, New York, US"
726,0.0,3,male,0,0,8.6625,20.0,"Konjsko Brdo, Croatia",Southampton,"Chicago, Illinois, US"
727,1.0,2,female,3,0,21.0,30.0,"Elizabeth, New Jersey, US",Southampton,"Elizabeth, New Jersey, US"
728,1.0,3,female,0,0,7.7375,28.0,"Caltra, Galway, Ireland",Queenstown,New York City
729,0.0,2,male,1,0,26.0,25.0,"Skara, Västergötland, Sweden",Southampton,"Rockford, Illinois, US"
730,0.0,3,female,1,0,7.925,25.0,"Paavola, Northern Ostrobothnia, Finland",Southampton,New York City
731,1.0,1,female,0,0,211.3375,29.0,"St Louis, Missouri, US",Southampton,"St Louis, Missouri, US"
732,0.0,3,male,0,0,18.7875,11.0,"Fredericksburg, Virginia, US",Cherbourg,"Fredericksburg, Virginia, US"
733,0.0,2,male,0,0,0.0,39.0,"Belfast, Ireland",Belfast,New York City
734,0.0,2,male,0,0,13.0,23.0,"St. Ives, Cornwall, England",Southampton,"Calumet, Michigan, US"
735,0.0,2,male,0,0,13.0,23.0,"London, England",Southampton,New York City
736,0.0,3,male,0,0,16.1,28.0,"Tonypandy, Glamorgan, Wales",Southampton,New York City
737,0.0,3,female,1,3,34.375,48.0,"Rotherfield, East Sussex, England",Southampton,"Essex County, New Jersey, US"
738,1.0,1,male,0,0,512.3292,35.0,"Germantown, Pennsylvania, US",Cherbourg,"Germantown, Pennsylvania, US"
739,0.0,3,male,0,0,7.8958,20.0,"Malka Ribnya, Troyan, Bulgaria",Southampton,"Chicago, Illinois, US"
740,0.0,3,male,0,0,7.8958,32.0,"Unknown, Bulgaria",Southampton,"Chicago, Illinois, US"
741,1.0,1,male,0,0,30.0,45.0,"Kingston, Surrey, England, UK",Southampton,"New York, New York, US"
742,0.0,1,male,1,0,78.85,36.0,"London, England, UK",Southampton,"New York, New York, US"
743,1.0,1,female,2,2,262.375,21.0,"Cooperstown, New York, US",Cherbourg,"Cooperstown, New York, US"
744,0.0,3,male,1,0,16.1,27.0,"Convoy, Donegal, Ireland, England",Southampton,"Philadelphia, Pennsylvania, US"
745,1.0,3,male,0,0,7.925,31.0,"Muljula, Kitee, Finland",Southampton,"Duluth, Minnesota, US"
746,0.0,1,male,1,1,71.0,70.0,"Milwaukee, Wisconsin, US",Southampton,"Milwaukee, Wisconsin, US"
747,0.0,3,male,1,1,20.25,16.0,"East Providence, Rhode Island, US",Southampton,"East Providence, Rhode Island, US"
748,1.0,2,female,0,0,13.0,30.0,"Turku, Finland, Russian Empire[note 6]",Southampton,"Brighton, Boston, Massachusetts, US"
749,0.0,1,male,1,0,53.1,18.0,"New York, New York, US",Southampton,"New York, New York, US"
750,0.0,3,male,0,0,7.75,31.0,"Brooklyn, New York, US",Queenstown,"Brooklyn, New York, US"
751,1.0,2,female,1,1,23.0,4.0,"Heamoor, Cornwall, England",Southampton,"Akron, Ohio, US"
752,1.0,3,male,0,1,12.475,7.0,"Unknown, Russia",Southampton,"Chicago, Illinois, US"
753,0.0,3,male,0,0,9.5,35.0,"Denderhoutem, Belgium",Southampton,New York City
754,0.0,3,male,0,0,7.8958,23.0,"Gumostnik, Lovec, Bulgaria",Southampton,"Chicago, Illinois, US"
755,1.0,2,female,1,2,65.0,48.0,"Yeovil, Somerset, England",Southampton,"Bernardsville, New Jersey, US"
756,1.0,2,male,1,1,14.5,1.0,"Detroit, Michigan, US",Southampton,"Detroit, Michigan, US"
757,0.0,3,male,0,0,7.7958,24.0,"Dagsås, Halland, Sweden",Southampton,"Tower, Minnesota, US"
758,0.0,2,male,0,0,11.5,18.0,"Penzance, Cornwall, England",Southampton,"Akron, Ohio, US"
759,0.0,3,male,0,0,8.05,34.0,"Strood, Kent, England",Southampton,"Detroit, Michigan, US"
760,1.0,1,female,0,0,86.5,34.0,"Vancouver, British Columbia, Canada",Southampton,"Vancouver, British Columbia, Canada"
761,0.0,3,male,0,0,14.5,21.0,"Wollaston, Northamptonshire, England",Southampton,"Kitchener, Ontario, Canada"
762,0.0,3,male,0,0,7.125,41.0,"Kauhajoki, Finland",Southampton,"Sudbury, Ontario, Canada"
763,1.0,3,male,0,0,7.2292,27.0,"Hardîne, Lebanon",Cherbourg,"Wilkes-Barre, Pennsylvania, US"
764,1.0,1,female,1,2,120.0,36.0,"Bryn Mawr, Pennsylvania, US",Southampton,"Bryn Mawr, Pennsylvania, US"
765,0.0,3,male,0,0,7.775,16.0,"Kårberg, Örebro, Sweden",Southampton,"Jerome Junction, Arizona, US"
766,1.0,1,female,1,0,77.9583,51.0,"Hudson, New York, US",Cherbourg,"Hudson, New York, US"
767,0.0,1,male,0,0,39.6,45.0,"Philadelphia, Pennsylvania, US",Cherbourg,"Philadelphia, Pennsylvania, US"
768,0.0,3,female,0,0,7.75,32.0,"Carrowkehine, Mayo, Ireland",Queenstown,"Chicago, Illinois, US"
